,venue,venue capacity,attendance,referee,home team,away team,month,home team status,away team status,home goals,away goals,home win?,draw?,away win?,home win odds,draw odds,away win odds,shots on goal,offsides,yellow cards
534,VTB Arena (Moscow),26121.0,10016,SidenkovI.(Rus),Dynamo Moscow,Ufa,04,3,3,4,0,True,False,False,1.68,3.5,5.77,8,1,4
535,Krasnodar Stadium (Krasnodar),35179.0,10554,LevnikovK.(Rus),Krasnodar,Akhmat Grozny,04,3,3,0,5,False,False,True,1.62,4.13,5.35,12,2,5
536,Ak Bars Arena (Kazan),45093.0,6511,BezborodovV.(Rus),Rubin Kazan,Sochi,04,3,3,1,0,True,False,False,2.47,3.15,3.0,5,6,8
537,Ak Bars Arena (Kazan),45093.0,5937,MatyuninA.(Rus),Rubin Kazan,Khimki,03,3,3,1,3,False,False,True,1.64,3.7,5.69,10,8,7
538,Fisht Olympic Stadium (Sochi),47659.0,3147,LyubimovA.(Rus),Sochi,Tambov,03,3,3,5,0,True,False,False,1.08,10.0,34.0,12,1,5
539,Krasnodar Stadium (Krasnodar),35179.0,10554,KazartsevV.(Rus),Krasnodar,Dynamo Moscow,03,3,3,2,3,False,False,True,1.83,3.92,4.09,11,3,8
540,Otkrytiye Arena (Moscow),45360.0,10170,MoskalevV.(Rus),Spartak Moscow,Ural,03,3,3,5,1,True,False,False,1.32,5.26,10.0,13,4,7
541,BetBoom Arena (Ufa),15132.0,5180,VasiljevS.(Rus),Ufa,Lokomotiv Moscow,03,3,3,0,1,False,False,True,3.54,2.95,1.95,4,3,5
542,Akhmat-Arena (Groznyj),30597.0,2589,LapochkinS.(Rus),Akhmat Grozny,Arsenal Tula,03,3,3,2,0,True,False,False,1.95,3.27,4.25,8,3,7
543,VEB Arena (Moscow),30457.0,11275,KukulyakE.(Rus),CSKA Moscow,Zenit,03,3,3,2,3,False,False,True,3.24,3.41,2.31,13,3,1
544,RZD Arena (Moscow),27084.0,6839,MatyuninA.(Rus),Lokomotiv Moscow,Sochi,03,3,3,3,1,True,False,False,2.11,3.15,3.92,10,5,4
545,Mordovia Arena (Saransk),44442.0,0,ShadyhanovP.(Rus),Tambov,Krasnodar,03,3,3,0,4,False,False,True,53.0,11.0,1.06,10,6,4
546,BetBoom Arena (Ufa),15132.0,3196,PaninI.(Rus),Ufa,Rubin Kazan,03,3,3,0,3,False,False,True,3.4,3.0,2.34,15,3,4
547,VTB Arena (Moscow),26121.0,12567,IvanovS.(Rus),Dynamo Moscow,Spartak Moscow,03,3,3,1,2,False,False,True,2.65,3.28,2.75,7,5,6
548,Gazprom Arena (Saint Petersburg),67800.0,22551,MeshkovV.(Rus),Zenit,Akhmat Grozny,03,3,3,4,0,True,False,False,1.34,5.27,9.14,18,3,5
549,Stadion Arsenal (Tula),20048.0,9890,BezborodovV.(Rus),Arsenal Tula,CSKA Moscow,03,3,3,2,1,True,False,False,5.93,3.96,1.6,8,2,8
550,Yekaterinburg Arena (Yekaterinburg),25000.0,3717,VilkovM.(Rus),Ural,R. Volgograd,03,3,3,1,0,True,False,False,2.08,3.15,3.9,8,3,0
551,Ak Bars Arena (Kazan),45093.0,9211,KarasevS.(Rus),Rubin Kazan,Zenit,03,3,3,2,1,True,False,False,4.95,3.87,1.71,12,4,2
552,Stadion Arsenal (Tula),20048.0,7951,LevnikovK.(Rus),Arsenal Tula,Lokomotiv Moscow,03,3,3,0,3,False,False,True,2.97,3.09,2.6,5,4,7
553,Otkrytiye Arena (Moscow),45360.0,10261,MeshkovV.(Rus),Spartak Moscow,Krasnodar,03,3,3,6,1,True,False,False,2.35,3.53,3.06,14,7,3
554,VTB Arena (Moscow),26121.0,7502,KukulyakE.(Rus),Dynamo Moscow,Tambov,03,3,3,2,0,True,False,False,1.03,13.0,89.0,10,1,3
555,Yekaterinburg Arena (Yekaterinburg),25000.0,4575,LapochkinS.(Rus),Ural,Ufa,03,3,3,0,0,False,True,False,2.49,2.94,3.19,6,7,5
556,Rostov Arena (Rostov),43472.0,12580,KazartsevV.(Rus),FK Rostov,Sochi,03,3,3,0,0,False,True,False,3.32,3.02,2.37,3,4,7
557,Volgograd Arena (Volgograd),43713.0,5369,IvanovS.(Rus),R. Volgograd,Khimki,03,3,3,0,0,False,True,False,2.7,3.04,2.81,0,4,4
558,Krasnodar Stadium (Krasnodar),35179.0,7034,KarasevS.(Rus),Krasnodar,Ural,02,3,3,2,2,False,True,False,1.53,4.46,6.03,11,4,4
559,Akhmat-Arena (Groznyj),30597.0,25317,BezborodovV.(Rus),Akhmat Grozny,Dynamo Moscow,02,3,3,1,2,False,False,True,2.42,3.09,3.14,6,8,9
560,Otkrytiye Arena (Moscow),45360.0,9834,LapochkinS.(Rus),Spartak Moscow,Rubin Kazan,02,3,3,0,2,False,False,True,1.92,3.54,4.13,10,7,10
561,RZD Arena (Moscow),27084.0,8932,KukuyanP.(Rus),Lokomotiv Moscow,CSKA Moscow,02,3,3,2,0,True,False,False,3.36,3.44,2.24,10,8,1
562,Fisht Olympic Stadium (Sochi),47659.0,3311,VilkovM.(Rus),Sochi,Arsenal Tula,02,3,3,4,0,True,False,False,1.73,3.56,5.06,8,5,4
563,Gazprom Arena (Saint Petersburg),67800.0,23165,MatyuninA.(Rus),Zenit,FK Rostov,02,3,3,2,2,False,True,False,1.42,4.79,7.64,13,1,7
564,Arena Khimki (Khimki),18636.0,539,LyubimovA.(Rus),Khimki,Ufa,02,3,3,2,1,True,False,False,2.2,3.06,3.67,9,4,6
565,Mordovia Arena (Saransk),44442.0,0,IvanovS.(Rus),Tambov,Ural,12,3,3,1,1,False,True,False,3.27,3.0,2.41,8,2,6
566,Akhmat-Arena (Groznyj),30597.0,0,VasiljevS.(Rus),Akhmat Grozny,Rubin Kazan,12,3,3,0,0,False,True,False,2.22,3.18,3.45,7,0,4
567,Rostov Arena (Rostov),43472.0,10743,MoskalevV.(Rus),FK Rostov,CSKA Moscow,12,3,3,1,3,False,False,True,3.45,3.28,2.22,14,3,8
568,Arena Khimki (Khimki),18636.0,831,MatyuninA.(Rus),Khimki,Lokomotiv Moscow,12,3,3,3,2,True,False,False,3.99,3.3,2.04,11,1,3
569,Krasnodar Stadium (Krasnodar),35179.0,10554,LevnikovK.(Rus),Krasnodar,Ufa,12,3,3,1,0,True,False,False,1.48,4.48,6.94,5,7,5
570,Gazprom Arena (Saint Petersburg),67800.0,1993,KarasevS.(Rus),Zenit,Spartak Moscow,12,3,3,3,1,True,False,False,1.78,4.02,4.47,11,5,6
571,Volgograd Arena (Volgograd),43713.0,2118,PaninI.(Rus),R. Volgograd,Arsenal Tula,12,3,3,1,0,True,False,False,3.02,2.91,2.63,6,2,8
572,Akhmat-Arena (Groznyj),30597.0,6308,VoloshinN.(Rus),Akhmat Grozny,FK Rostov,12,3,3,0,1,False,False,True,2.06,3.24,3.83,7,1,2
573,VEB Arena (Moscow),30457.0,4315,SukhoyVasilievichA.(Rus),CSKA Moscow,Ural,12,3,3,2,2,False,True,False,1.37,5.03,8.61,10,7,9
574,Krasnodar Stadium (Krasnodar),35179.0,9033,MoskalevV.(Rus),Krasnodar,Lokomotiv Moscow,12,3,3,5,0,True,False,False,1.73,3.99,4.83,13,5,7
575,Mordovia Arena (Saransk),44442.0,0,LevnikovK.(Rus),Tambov,Rubin Kazan,12,3,3,0,1,False,False,True,19.0,8.19,1.13,3,4,4
576,Gazprom Arena (Saint Petersburg),67800.0,1909,IvanovS.(Rus),Zenit,Dynamo Moscow,12,3,3,3,1,True,False,False,1.68,3.98,5.04,12,4,4
577,Fisht Olympic Stadium (Sochi),47659.0,10747,PaninI.(Rus),Sochi,Spartak Moscow,12,3,3,1,0,True,False,False,2.93,3.21,2.55,7,4,8
578,Volgograd Arena (Volgograd),43713.0,2139,KazartsevV.(Rus),R. Volgograd,Ufa,12,3,3,1,0,True,False,False,3.33,2.91,2.43,4,2,15
579,Fisht Olympic Stadium (Sochi),47659.0,2663,LapochkinS.(Rus),Sochi,Akhmat Grozny,12,3,3,2,0,True,False,False,2.65,3.07,2.73,8,7,4
580,VEB Arena (Moscow),30457.0,4612,LevnikovK.(Rus),CSKA Moscow,Khimki,12,3,3,2,2,False,True,False,1.44,4.73,7.11,16,3,4
581,VTB Arena (Moscow),26121.0,4768,KazartsevV.(Rus),Dynamo Moscow,Arsenal Tula,12,3,3,1,0,True,False,False,1.57,3.88,6.16,6,3,3
582,Rostov Arena (Rostov),43472.0,7192,KukulyakE.(Rus),FK Rostov,Ufa,12,3,3,0,1,False,False,True,2.09,3.0,4.1,6,4,6
583,Krasnodar Stadium (Krasnodar),35179.0,7780,MatyuninA.(Rus),Krasnodar,R. Volgograd,12,3,3,5,0,True,False,False,1.34,5.33,8.86,16,4,7
584,Gazprom Arena (Saint Petersburg),67800.0,1184,PaninI.(Rus),Zenit,Ural,12,3,3,5,1,True,False,False,1.3,5.55,10.0,20,3,2
585,Otkrytiye Arena (Moscow),45360.0,5964,VasiljevS.(Rus),Spartak Moscow,Tambov,12,3,3,5,1,True,False,False,1.08,12.0,25.0,14,3,1
586,Otkrytiye Arena (Moscow),45360.0,6429,VoloshinN.(Rus),Spartak Moscow,R. Volgograd,11,3,3,2,0,True,False,False,1.37,4.96,8.75,14,1,4
587,Ak Bars Arena (Kazan),45093.0,7671,MeshkovV.(Rus),Rubin Kazan,CSKA Moscow,11,3,3,1,0,True,False,False,3.87,3.55,1.98,8,0,10
588,BetBoom Arena (Ufa),15132.0,1465,MatyuninA.(Rus),Ufa,Tambov,11,3,3,4,0,True,False,False,1.95,3.01,4.72,11,4,8
589,Yekaterinburg Arena (Yekaterinburg),25000.0,2058,VasiljevS.(Rus),Ural,Sochi,11,3,3,1,0,True,False,False,3.22,3.07,2.39,4,3,8
590,Akhmat-Arena (Groznyj),30597.0,5093,LevnikovK.(Rus),Akhmat Grozny,Lokomotiv Moscow,11,3,3,0,0,False,True,False,1.91,3.48,4.26,13,1,5
591,Rostov Arena (Rostov),43472.0,12128,LapochkinS.(Rus),FK Rostov,Dynamo Moscow,11,3,3,4,1,True,False,False,3.49,3.1,2.24,10,3,3
592,Arena Khimki (Khimki),18636.0,0,IvanovS.(Rus),Khimki,Krasnodar,11,3,3,1,0,True,False,False,5.79,4.41,1.55,6,5,6
593,BetBoom Arena (Ufa),15132.0,1424,VasiljevS.(Rus),Ufa,Khimki,11,3,3,1,2,False,False,True,2.71,2.91,2.92,12,4,8
594,Ak Bars Arena (Kazan),45093.0,3011,KukuyanP.(Rus),Rubin Kazan,FK Rostov,11,3,3,0,2,False,False,True,2.55,3.13,2.92,5,6,4
595,Volgograd Arena (Volgograd),43713.0,4050,MoskalevV.(Rus),R. Volgograd,Ural,11,3,3,0,0,False,True,False,2.82,2.98,2.74,7,5,8
596,VEB Arena (Moscow),30457.0,5012,KukulyakE.(Rus),CSKA Moscow,Sochi,11,3,3,1,1,False,True,False,1.63,4.08,5.36,6,3,5
597,RZD Arena (Moscow),27084.0,3976,SukhoyVasilievichA.(Rus),Lokomotiv Moscow,Arsenal Tula,11,3,3,1,0,True,False,False,1.76,3.71,4.84,8,2,6
598,Otkrytiye Arena (Moscow),45360.0,4953,IvanovS.(Rus),Spartak Moscow,Dynamo Moscow,11,3,3,1,1,False,True,False,2.25,3.29,3.36,11,5,4
599,Akhmat-Arena (Groznyj),30597.0,6241,KarasevS.(Rus),Akhmat Grozny,Zenit,11,3,3,2,2,False,True,False,3.98,3.53,1.96,7,4,3
600,VTB Arena (Moscow),26121.0,6158,PaninI.(Rus),Dynamo Moscow,Lokomotiv Moscow,11,3,3,5,1,True,False,False,2.64,3.2,2.83,13,3,10
601,Gazprom Arena (Saint Petersburg),67800.0,24068,MoskalevV.(Rus),Zenit,Krasnodar,11,3,3,3,1,True,False,False,1.63,4.32,5.22,13,5,4
602,VEB Arena (Moscow),30457.0,6886,MatyuninA.(Rus),CSKA Moscow,FK Rostov,11,3,3,2,0,True,False,False,1.5,4.31,6.88,11,1,3
603,Arena Khimki (Khimki),18636.0,0,LapochkinS.(Rus),Khimki,Rubin Kazan,11,3,3,2,0,True,False,False,3.59,3.49,2.04,10,4,7
604,Mordovia Arena (Saransk),44442.0,0,IvanovS.(Rus),Tambov,Akhmat Grozny,11,3,3,0,1,False,False,True,4.73,3.46,1.8,10,1,3
605,Stadion Arsenal (Tula),20048.0,1743,VasiljevS.(Rus),Arsenal Tula,R. Volgograd,11,3,3,1,1,False,True,False,1.88,3.38,4.39,9,2,6
606,Yekaterinburg Arena (Yekaterinburg),25000.0,9669,KukuyanP.(Rus),Ural,Spartak Moscow,11,3,3,2,2,False,True,False,4.62,3.45,1.86,11,1,6
607,Mordovia Arena (Saransk),44442.0,2091,KarasevS.(Rus),Tambov,Dynamo Moscow,11,3,3,1,2,False,False,True,5.22,3.33,1.77,14,3,9
608,Volgograd Arena (Volgograd),43713.0,14250,KukuyanP.(Rus),R. Volgograd,CSKA Moscow,11,3,3,0,1,False,False,True,8.1,4.83,1.4,8,4,4
609,Arena Khimki (Khimki),18636.0,0,MatyuninA.(Rus),Khimki,Zenit,11,3,3,0,2,False,False,True,5.1,4.16,1.64,5,6,4
610,BetBoom Arena (Ufa),15132.0,2569,MoskalevV.(Rus),Ufa,Ural,11,3,3,1,2,False,False,True,2.29,2.88,3.69,8,7,7
611,Fisht Olympic Stadium (Sochi),47659.0,0,VasiljevS.(Rus),Sochi,Lokomotiv Moscow,10,3,3,2,1,True,False,False,2.44,3.12,3.18,6,5,8
612,Akhmat-Arena (Groznyj),30597.0,5751,KukulyakE.(Rus),Akhmat Grozny,Krasnodar,10,3,3,2,0,True,False,False,2.43,3.46,2.91,10,5,7
613,Otkrytiye Arena (Moscow),45360.0,2363,MeshkovV.(Rus),Spartak Moscow,FK Rostov,10,3,3,0,1,False,False,True,1.81,3.55,4.76,3,3,10
614,VEB Arena (Moscow),30457.0,5092,PaninI.(Rus),CSKA Moscow,Arsenal Tula,10,3,3,5,1,True,False,False,1.45,4.46,7.62,11,3,4
615,Akhmat-Arena (Groznyj),30597.0,4881,LapochkinS.(Rus),Akhmat Grozny,Ufa,10,3,3,3,1,True,False,False,1.72,3.43,5.52,5,0,6
616,Rostov Arena (Rostov),43472.0,10879,KazartsevV.(Rus),FK Rostov,Khimki,10,3,3,0,2,False,False,True,1.82,3.54,4.48,15,3,5
617,Yekaterinburg Arena (Yekaterinburg),25000.0,3427,KukulyakE.(Rus),Ural,Tambov,10,3,3,0,0,False,True,False,2.14,3.0,3.93,2,1,10
618,Krasnodar Stadium (Krasnodar),35179.0,10554,BezborodovV.(Rus),Krasnodar,Spartak Moscow,10,3,3,1,3,False,False,True,2.72,3.57,2.58,9,5,7
619,RZD Arena (Moscow),27084.0,4300,IvanovS.(Rus),Lokomotiv Moscow,R. Volgograd,10,3,3,1,2,False,False,True,1.49,4.14,7.56,9,3,6
620,Gazprom Arena (Saint Petersburg),67800.0,20847,VoloshinN.(Rus),Zenit,Rubin Kazan,10,3,3,1,2,False,False,True,1.53,4.42,6.13,5,6,3
621,Rostov Arena (Rostov),43472.0,10312,MatyuninA.(Rus),FK Rostov,Akhmat Grozny,10,3,3,3,0,True,False,False,2.37,3.08,3.24,13,4,4
622,VEB Arena (Moscow),30457.0,6999,BezborodovV.(Rus),CSKA Moscow,Dynamo Moscow,10,3,3,3,1,True,False,False,2.23,3.31,3.38,12,6,5
623,Stadion Arsenal (Tula),20048.0,4230,LapochkinS.(Rus),Arsenal Tula,Ural,10,3,3,1,0,True,False,False,2.12,3.11,3.82,9,4,7
624,Volgograd Arena (Volgograd),43713.0,6871,KazartsevV.(Rus),R. Volgograd,Tambov,10,3,3,0,2,False,False,True,3.04,2.85,2.67,7,0,7
625,Arena Khimki (Khimki),18636.0,3881,LevnikovK.(Rus),Khimki,Spartak Moscow,10,3,3,2,3,False,False,True,4.82,3.81,1.74,18,5,9
626,Krasnodar Stadium (Krasnodar),35179.0,10554,VilkovM.(Rus),Krasnodar,Rubin Kazan,10,3,3,3,1,True,False,False,1.95,3.6,3.92,8,6,6
627,RZD Arena (Moscow),27084.0,4471,KukuyanP.(Rus),Lokomotiv Moscow,Ufa,10,3,3,1,0,True,False,False,1.65,3.65,6.02,6,4,3
628,VTB Arena (Moscow),26121.0,6076,LevnikovK.(Rus),Dynamo Moscow,Krasnodar,10,3,3,2,0,True,False,False,3.02,3.18,2.51,13,5,7
629,Ak Bars Arena (Kazan),45093.0,6387,MoskalevV.(Rus),Rubin Kazan,Akhmat Grozny,10,3,3,1,1,False,True,False,1.91,3.41,4.2,9,6,7
630,Fisht Olympic Stadium (Sochi),47659.0,6199,TurbinE.(Rus),Sochi,FK Rostov,10,3,3,4,2,True,False,False,2.48,3.01,3.12,13,5,9
631,RZD Arena (Moscow),27084.0,7920,KukulyakE.(Rus),Lokomotiv Moscow,Khimki,10,3,3,2,1,True,False,False,1.61,4.03,5.75,9,4,4
632,Otkrytiye Arena (Moscow),45360.0,17150,KukuyanP.(Rus),Spartak Moscow,Zenit,10,3,3,1,1,False,True,False,3.59,3.52,2.11,16,6,5
633,Spartak Stadium (Tambov),6500.0,1983,BezborodovV.(Rus),Tambov,Arsenal Tula,10,3,3,1,1,False,True,False,3.1,3.04,2.48,10,7,5
634,Yekaterinburg Arena (Yekaterinburg),25000.0,15102,VasiljevS.(Rus),Ural,CSKA Moscow,10,3,3,0,2,False,False,True,5.51,3.99,1.63,5,1,5
635,Arena Khimki (Khimki),18636.0,2732,IvanovS.(Rus),Khimki,Dynamo Moscow,09,3,3,1,0,True,False,False,5.27,3.75,1.67,12,4,8
636,VEB Arena (Moscow),30457.0,12400,VilkovM.(Rus),CSKA Moscow,Lokomotiv Moscow,09,3,3,0,1,False,False,True,2.02,3.56,3.87,10,6,4
637,Volgograd Arena (Volgograd),43713.0,8950,BezborodovV.(Rus),R. Volgograd,Rubin Kazan,09,3,3,1,3,False,False,True,7.24,4.17,1.48,9,2,7
638,Akhmat-Arena (Groznyj),30597.0,4961,KukuyanP.(Rus),Akhmat Grozny,Ural,09,3,3,2,0,True,False,False,1.88,3.48,4.25,7,3,9
639,Stadion Arsenal (Tula),20048.0,5945,MeshkovV.(Rus),Arsenal Tula,FK Rostov,09,3,3,2,3,False,False,True,3.11,2.91,2.57,10,3,11
640,Fisht Olympic Stadium (Sochi),47659.0,7641,KarasevS.(Rus),Sochi,Krasnodar,09,3,3,1,1,False,True,False,3.4,3.56,2.13,11,5,9
641,Gazprom Arena (Saint Petersburg),67800.0,22697,SuhojA.(Rus),Zenit,Ufa,09,3,3,6,0,True,False,False,1.21,6.58,14.0,10,4,2
642,VTB Arena (Moscow),26121.0,4512,VilkovM.(Rus),Dynamo Moscow,Akhmat Grozny,09,3,3,1,0,True,False,False,2.14,3.21,3.62,7,2,9
643,RZD Arena (Moscow),27084.0,6508,TurbinE.(Rus),Lokomotiv Moscow,Tambov,09,3,3,1,0,True,False,False,1.53,4.06,6.95,7,6,7
644,Ak Bars Arena (Kazan),45093.0,18456,LevnikovK.(Rus),Rubin Kazan,Spartak Moscow,09,3,3,0,2,False,False,True,3.33,3.38,2.23,8,1,10
645,Stadion Arsenal (Tula),20048.0,5028,KukulyakE.(Rus),Arsenal Tula,Sochi,09,3,3,3,2,True,False,False,2.8,3.01,2.73,10,8,6
646,BetBoom Arena (Ufa),15132.0,3839,VoloshinN.(Rus),Ufa,CSKA Moscow,09,3,3,0,1,False,False,True,4.88,3.45,1.82,13,4,4
647,Rostov Arena (Rostov),43472.0,0,PaninI.(Rus),FK Rostov,R. Volgograd,09,3,3,3,0,True,False,False,1.31,5.18,9.85,0,0,0
648,Yekaterinburg Arena (Yekaterinburg),25000.0,13488,KarasevS.(Rus),Ural,Zenit,09,3,3,1,1,False,True,False,8.56,5.44,1.34,7,3,3
649,Rostov Arena (Rostov),43472.0,15011,BezborodovV.(Rus),FK Rostov,Lokomotiv Moscow,09,3,3,0,0,False,True,False,2.42,3.16,3.18,4,6,3
650,Gazprom Arena (Saint Petersburg),67800.0,21559,KukuyanP.(Rus),Zenit,Arsenal Tula,09,3,3,3,1,True,False,False,1.3,5.61,9.98,9,4,4
651,VEB Arena (Moscow),30457.0,13330,KarasevS.(Rus),CSKA Moscow,Spartak Moscow,09,3,3,3,1,True,False,False,2.43,3.27,3.14,10,3,7
652,Volgograd Arena (Volgograd),43713.0,0,,R. Volgograd,Krasnodar,09,3,3,0,3,False,False,True,12.0,6.17,1.25,0,0,0
653,VTB Arena (Moscow),26121.0,5723,LapochkinS.(Rus),Dynamo Moscow,Rubin Kazan,09,3,3,0,1,False,False,True,1.89,3.29,4.52,8,6,10
654,Akhmat-Arena (Groznyj),30597.0,6084,MeshkovV.(Rus),Akhmat Grozny,Sochi,09,3,3,0,1,False,False,True,2.54,3.19,2.87,7,4,2
655,Yekaterinburg Arena (Yekaterinburg),25000.0,6037,MoskalevV.(Rus),Ural,Khimki,09,3,3,3,1,True,False,False,2.26,3.17,3.37,8,4,4
656,Krasnodar Stadium (Krasnodar),35179.0,9136,KarasevS.(Rus),Krasnodar,FK Rostov,08,3,3,1,1,False,True,False,1.92,3.54,4.13,11,1,4
657,Fisht Olympic Stadium (Sochi),47659.0,3942,VilkovM.(Rus),Sochi,Ural,08,3,3,0,0,False,True,False,1.64,3.89,5.57,2,4,3
658,Akhmat-Arena (Groznyj),30597.0,6413,IvanovS.(Rus),Akhmat Grozny,CSKA Moscow,08,3,3,0,3,False,False,True,3.92,3.44,2.0,13,3,10
659,Ak Bars Arena (Kazan),45093.0,4515,MeshkovV.(Rus),Rubin Kazan,Tambov,08,3,3,2,2,False,True,False,1.72,3.59,5.43,12,4,4
660,RZD Arena (Moscow),27084.0,7739,MoskalevV.(Rus),Lokomotiv Moscow,Zenit,08,3,3,0,0,False,True,False,5.19,4.04,1.68,2,8,3
661,BetBoom Arena (Ufa),15132.0,2936,TurbinE.(Rus),Ufa,Dynamo Moscow,08,3,3,1,1,False,True,False,4.25,2.98,2.11,8,5,3
662,Arena Khimki (Khimki),18636.0,2541,LevnikovK.(Rus),Khimki,R. Volgograd,08,3,3,1,1,False,True,False,1.99,3.24,4.28,6,3,7
663,VTB Arena (Moscow),26121.0,5885,VasiljevS.(Rus),Dynamo Moscow,Zenit,08,3,3,1,0,True,False,False,4.44,3.6,1.85,6,7,12
664,Rostov Arena (Rostov),43472.0,11353,LapochkinS.(Rus),FK Rostov,Ural,08,3,3,1,0,True,False,False,1.65,3.81,5.64,4,1,2
665,Krasnodar Stadium (Krasnodar),35179.0,6077,BezborodovV.(Rus),Krasnodar,CSKA Moscow,08,3,3,1,1,False,True,False,2.29,3.48,3.21,16,3,4
666,RZD Arena (Moscow),27084.0,4859,PaninI.(Rus),Lokomotiv Moscow,Akhmat Grozny,08,3,3,2,3,False,False,True,1.91,3.47,4.27,9,2,14
667,Volgograd Arena (Volgograd),43713.0,18139,SukhoyVasilievichA.(Rus),R. Volgograd,Spartak Moscow,08,3,3,0,1,False,False,True,6.09,4.0,1.59,13,4,11
668,Ak Bars Arena (Kazan),45093.0,6276,KukuyanP.(Rus),Rubin Kazan,Ufa,08,3,3,3,0,True,False,False,1.93,3.13,4.8,15,5,6
669,Stadion Arsenal (Tula),20048.0,3244,VoloshinN.(Rus),Arsenal Tula,Khimki,08,3,3,1,1,False,True,False,1.86,3.47,4.54,6,2,6
670,Otkrytiye Arena (Moscow),45360.0,12393,KarasevS.(Rus),Spartak Moscow,Lokomotiv Moscow,08,3,3,2,1,True,False,False,2.59,3.19,2.99,11,3,7
671,BetBoom Arena (Ufa),15132.0,3286,VilkovM.(Rus),Ufa,FK Rostov,08,3,3,0,1,False,False,True,2.98,2.88,2.76,7,4,4
672,VEB Arena (Moscow),30457.0,7731,LevnikovK.(Rus),CSKA Moscow,Rubin Kazan,08,3,3,1,2,False,False,True,1.74,3.64,5.13,11,3,6
673,Volgograd Arena (Volgograd),43713.0,14077,IvanovS.(Rus),R. Volgograd,Sochi,08,3,3,1,2,False,False,True,3.48,3.12,2.29,12,3,5
674,Gazprom Arena (Saint Petersburg),67800.0,20782,PaninI.(Rus),Zenit,Tambov,08,3,3,4,1,True,False,False,1.21,6.77,13.0,17,3,3
675,Stadion Arsenal (Tula),20048.0,1897,MoskalevV.(Rus),Arsenal Tula,Dynamo Moscow,08,3,3,2,0,True,False,False,4.42,3.29,1.94,7,5,7
676,Arena Khimki (Khimki),18636.0,1630,KukuyanP.(Rus),Khimki,Akhmat Grozny,08,3,3,1,2,False,False,True,2.62,3.12,2.92,13,3,11
677,Gazprom Arena (Saint Petersburg),67800.0,28602,MeshkovV.(Rus),Zenit,CSKA Moscow,08,3,3,2,1,True,False,False,1.86,3.77,4.33,13,2,5
678,VTB Arena (Moscow),26121.0,5789,VoloshinN.(Rus),Dynamo Moscow,FK Rostov,08,3,3,2,0,True,False,False,2.14,3.11,3.92,6,3,6
679,Akhmat-Arena (Groznyj),30597.0,5811,LapochkinS.(Rus),Akhmat Grozny,R. Volgograd,08,3,3,3,1,True,False,False,2.26,2.99,3.72,12,2,7
680,BetBoom Arena (Ufa),15132.0,3407,VasiljevS.(Rus),Ufa,Spartak Moscow,08,3,3,1,1,False,True,False,4.07,3.13,2.09,6,3,3
681,Yekaterinburg Arena (Yekaterinburg),25000.0,5072,MatyuninA.(Rus),Ural,Lokomotiv Moscow,08,3,3,1,1,False,True,False,4.7,3.63,1.8,10,3,6
682,Krasnodar Stadium (Krasnodar),35179.0,3518,IvanovS.(Rus),Krasnodar,Arsenal Tula,08,3,3,2,0,True,False,False,1.45,4.68,7.09,11,4,7
683,Mordovia Arena (Saransk),44442.0,1820,VilkovM.(Rus),Tambov,Khimki,08,3,3,1,0,True,False,False,2.86,3.09,2.69,5,3,9
684,Rostov Arena (Rostov),43472.0,11353,KukuyanP.(Rus),FK Rostov,Zenit,08,3,3,0,2,False,False,True,4.29,3.63,1.86,11,3,7
685,RZD Arena (Moscow),27084.0,6247,LevnikovK.(Rus),Lokomotiv Moscow,Krasnodar,08,3,3,1,0,True,False,False,3.05,3.35,2.45,11,2,2
686,VEB Arena (Moscow),30457.0,7939,MoskalevV.(Rus),CSKA Moscow,Tambov,08,3,3,2,1,True,False,False,1.48,4.26,7.46,8,3,2
687,VTB Arena (Moscow),26121.0,5981,PaninI.(Rus),Dynamo Moscow,R. Volgograd,08,3,3,0,0,False,True,False,1.72,3.5,5.64,5,2,8
688,Ak Bars Arena (Kazan),45093.0,4088,SukhoyVasilievichA.(Rus),Rubin Kazan,Ural,08,3,3,1,1,False,True,False,1.73,3.61,5.29,10,4,9
689,Otkrytiye Arena (Moscow),45360.0,8946,TurbinE.(Rus),Spartak Moscow,Akhmat Grozny,08,3,3,2,0,True,False,False,1.65,3.91,5.44,7,4,11
690,Fisht Olympic Stadium (Sochi),47659.0,3613,KarasevS.(Rus),Sochi,Khimki,08,3,3,1,1,False,True,False,1.93,3.37,4.32,10,2,5
691,Ak Bars Arena (Kazan),45093.0,4477,IvanovS.(Rus),Rubin Kazan,Lokomotiv Moscow,08,3,3,0,2,False,False,True,3.15,3.13,2.45,7,2,8
692,Volgograd Arena (Volgograd),43713.0,12438,MatyuninA.(Rus),R. Volgograd,Zenit,08,3,3,0,2,False,False,True,8.96,5.14,1.35,11,3,2
693,Yekaterinburg Arena (Yekaterinburg),25000.0,3420,MeshkovV.(Rus),Ural,Dynamo Moscow,08,3,3,0,2,False,False,True,3.61,3.22,2.18,9,0,6
694,Otkrytiye Arena (Moscow),45360.0,9738,KazartsevV.(Rus),Spartak Moscow,Sochi,08,3,3,2,2,False,True,False,1.65,3.87,5.52,10,3,9
695,Stadion Arsenal (Tula),20048.0,1892,LevnikovK.(Rus),Arsenal Tula,Akhmat Grozny,08,3,3,0,0,False,True,False,2.53,3.12,3.03,3,5,5
